"","Depth (cm)","Median Age (yr BP {1950})","Age Standard Deviation","Age Inter-quartile Range"
"1858",1858,104.752157598499,2.80908910623591,4
"1859",1859,104.770919324578,2.80958223774136,4
"1860",1860,104.789681050657,2.81008739045323,4
"1861",1861,104.808442776735,2.81060455788976,4
"1862",1862,104.827204502814,2.81113373341987,4
"1863",1863,104.845966228893,2.81167491026356,4
"1864",1864,104.864727954972,2.81222808149234,4
"1865",1865,104.883489681051,2.81279324002965,4
"1866",1866,104.902251407129,2.81337037865137,4
"1867",1867,104.921013133208,2.8139594899862,4
"1868",1868,104.939774859287,2.81456056651617,4
"1869",1869,104.958536585366,2.81517360057711,4
"1870",1870,104.977298311445,2.8157985843591,4
"1871",1871,104.996060037523,2.816435509907,4
"1872",1872,105.089670828604,2.81278897786727,4
"1873",1873,105.203178206583,2.808630938449,4
"1874",1874,105.316685584563,2.80517863219969,4
"1875",1875,105.430192962543,2.8024346672888,4
"1876",1876,105.543700340522,2.80027731132121,4
"1877",1877,105.657207718502,2.79862496722141,4
"1878",1878,105.770715096481,2.79767253469853,4
"1879",1879,105.884222474461,2.79742072864537,4
"1880",1880,105.99772985244,2.79786973822942,4
"1881",1881,106.214442013129,2.79369150597589,4
"1882",1882,106.433260393873,2.79147839027257,4
"1883",1883,106.652078774617,2.79121862846091,4
"1884",1884,106.870897155361,2.79297778553184,4
"1885",1885,107.186363636364,2.79428327336389,4
"1886",1886,107.640909090909,2.79848699928003,4
"1887",1887,108.056300268097,2.80707370504786,4
"1888",1888,108.324396782842,2.80891998988437,4
"1889",1889,108.592493297587,2.81294103771067,4
"1890",1890,108.860589812332,2.8183614398042,4
"1891",1891,109.108843537415,2.82144734165619,4
"1892",1892,109.335600907029,2.82126074776571,4
"1893",1893,109.562358276644,2.822705738188,4
"1894",1894,109.789115646258,2.82498520737075,4
"1895",1895,110.025830258303,2.82875949956604,4
"1896",1896,110.394833948339,2.83079174442797,4
"1897",1897,110.763837638376,2.83769725220113,4
"1898",1898,111.060708263069,2.84432453429634,4
"1899",1899,111.22934232715,2.84327573448026,4
"1900",1900,111.397976391231,2.84343024690298,4
"1901",1901,111.566610455312,2.8445909648413,4
"1902",1902,111.735244519393,2.84663157896289,4
"1903",1903,111.903878583474,2.84984239995946,4
"1904",1904,112.035245901639,2.85224091489633,4
"1905",1905,112.117213114754,2.85250598724255,4
"1906",1906,112.199180327869,2.85299148750609,4
"1907",1907,112.281147540984,2.85369730318259,4
"1908",1908,112.363114754098,2.85462327085076,4
"1909",1909,112.445081967213,2.85576917636134,4
"1910",1910,112.527049180328,2.8570971521172,4
"1911",1911,112.609016393443,2.85856395880087,4
"1912",1912,112.690983606557,2.86024349941559,4
"1913",1913,112.772950819672,2.86213539945574,4
"1914",1914,112.854918032787,2.86423923811557,4
"1915",1915,112.936885245902,2.8665545487534,4
"1916",1916,113.030872483221,2.86862971293425,4
"1917",1917,113.165100671141,2.86968139375554,4
"1918",1918,113.29932885906,2.87139205845069,4
"1919",1919,113.43355704698,2.87376053019906,4
"1920",1920,113.567785234899,2.87680716818516,4
"1921",1921,113.702013422819,2.88051159764721,4
"1922",1922,113.836241610738,2.88484395442581,4
"1923",1923,113.970469798658,2.88980141437826,4
"1924",1924,114.287822878229,2.88820391098083,4
"1925",1925,114.656826568266,2.88938240187232,4
"1926",1926,115.010071942446,2.89490852211269,4
"1927",1927,115.153956834532,2.8946472432547,4
"1928",1928,115.297841726619,2.89506908371432,4
"1929",1929,115.441726618705,2.89617374499357,4
"1930",1930,115.585611510791,2.89790080913559,4
"1931",1931,115.729496402878,2.90025032422044,4
"1932",1932,115.873381294964,2.90325676565845,4
"1933",1933,116.009975062344,2.90630812231367,4
"1934",1934,116.093100581879,2.90529006507182,4
"1935",1935,116.176226101413,2.90447968739971,4
"1936",1936,116.259351620948,2.90387716316718,4
"1937",1937,116.342477140482,2.90348262177408,4
"1938",1938,116.425602660017,2.90329614801147,4
"1939",1939,116.508728179551,2.90333041475772,4
"1940",1940,116.591853699086,2.90367184289791,4
"1941",1941,116.67497921862,2.90420570886281,4
"1942",1942,116.758104738155,2.90493190655425,4
"1943",1943,116.841230257689,2.90585029177601,4
"1944",1944,116.924355777224,2.90696068237685,4
"1945",1945,117.01397515528,2.90823296863805,4
"1946",1946,117.169254658385,2.90989381161906,4
"1947",1947,117.324534161491,2.91266062990787,4
"1948",1948,117.479813664596,2.91653027589678,4
"1949",1949,117.635093167702,2.92143338319221,4
"1950",1950,117.790372670807,2.92741145059613,4
"1951",1951,117.945652173913,2.93446698824342,4
"1952",1952,118.061904761905,2.9372608926632,4
"1953",1953,118.157142857143,2.9376387019998,4
"1954",1954,118.252380952381,2.93834135428257,4
"1955",1955,118.347619047619,2.93936861655164,4
"1956",1956,118.442857142857,2.94072014862549,4
"1957",1957,118.538095238095,2.94234415985414,4
"1958",1958,118.633333333333,2.94420827349311,4
"1959",1959,118.728571428571,2.9463862602489,4
"1960",1960,118.82380952381,2.94887742465882,4
"1961",1961,118.919047619048,2.95168097377445,4
"1962",1962,119.009316770186,2.95427885745324,4
"1963",1963,119.071428571429,2.9541485717973,4
"1964",1964,119.133540372671,2.95414051219946,4
"1965",1965,119.195652173913,2.95425467966008,4
"1966",1966,119.257763975155,2.95449106000986,4
"1967",1967,119.319875776398,2.95484962391865,4
"1968",1968,119.38198757764,2.95533032691364,4
"1969",1969,119.444099378882,2.95593310940693,4
"1970",1970,119.506211180124,2.95664106840668,4
"1971",1971,119.568322981366,2.95731355304183,4
"1972",1972,119.630434782609,2.9580970786324,4
"1973",1973,119.692546583851,2.9589915569692,4
"1974",1974,119.754658385093,2.95999688746613,4
"1975",1975,119.816770186335,2.96111295721662,4
"1976",1976,119.878881987578,2.96233964105669,4
"1977",1977,119.94099378882,2.96367680163482,4
"1978",1978,120.006024096386,2.96496327046469,4
"1979",1979,120.126506024096,2.96357010134534,4
"1980",1980,120.246987951807,2.96280102547288,4
"1981",1981,120.367469879518,2.96265652887236,4
"1982",1982,120.487951807229,2.96313670291614,4
"1983",1983,120.60843373494,2.96420521338595,4
"1984",1984,120.728915662651,2.9658672172969,4
"1985",1985,120.849397590361,2.96812433703963,4
"1986",1986,120.969879518072,2.97097521624398,4
"1987",1987,121.081967213115,2.97114308094376,4
"1988",1988,121.191256830601,2.97066031496773,4
"1989",1989,121.300546448087,2.97059732725138,4
"1990",1990,121.409836065574,2.97095414449407,4
"1991",1991,121.51912568306,2.97176885006345,4
"1992",1992,121.628415300546,2.97317354008712,4
"1993",1993,121.737704918033,2.9749806820374,4
"1994",1994,121.846994535519,2.97718954305433,4
"1995",1995,121.956284153005,2.97979922978097,4
"1996",1996,122.104166666667,2.97841752231082,4
"1997",1997,122.277777777778,2.97508641560599,4
"1998",1998,122.451388888889,2.97288121738915,4
"1999",1999,122.625,2.97184988963013,4
"2000",2000,122.798611111111,2.97194336574858,4
"2001",2001,122.972222222222,2.97314020714609,4
"2002",2002,123.085452695829,2.9728038315943,4
"2003",2003,123.187182095626,2.97241977966553,4
"2004",2004,123.288911495422,2.97243388411973,4
"2005",2005,123.390640895219,2.97284613928986,4
"2006",2006,123.492370295015,2.97365637958209,4
"2007",2007,123.594099694812,2.97487911134346,4
"2008",2008,123.695829094608,2.97649657328261,4
"2009",2009,123.797558494405,2.97850677985285,4
"2010",2010,123.899287894201,2.98090893650016,4
"2011",2011,124.000354358611,2.98366873947177,4
"2012",2012,124.035790219702,2.98333729696555,4
"2013",2013,124.071226080794,2.98304132162127,4
"2014",2014,124.106661941885,2.98278082399693,4
"2015",2015,124.142097802977,2.98255581338845,4
"2016",2016,124.177533664068,2.982366297828,4
"2017",2017,124.212969525159,2.98221228408255,4
"2018",2018,124.248405386251,2.98209377765272,4
"2019",2019,124.283841247342,2.98201078277174,4
"2020",2020,124.319277108434,2.98196330240469,4
"2021",2021,124.354712969525,2.98195133824804,4
"2022",2022,124.390148830617,2.98197489072927,4
"2023",2023,124.425584691708,2.98203395900684,4
"2024",2024,124.461020552799,2.98212854097032,4
"2025",2025,124.496456413891,2.98225863324077,4
"2026",2026,124.531892274982,2.98241391808849,4
"2027",2027,124.567328136074,2.98260221537622,4
"2028",2028,124.602763997165,2.9828245939243,4
"2029",2029,124.638199858257,2.98308104611078,4
"2030",2030,124.673635719348,2.98337156314873,4
"2031",2031,124.709071580439,2.98369613508762,4
"2032",2032,124.744507441531,2.98405475081514,4
"2033",2033,124.779943302622,2.98444739805902,4
"2034",2034,124.815379163714,2.98487406338917,4
"2035",2035,124.850815024805,2.98533473221996,4
"2036",2036,124.886250885897,2.98582938881268,4
"2037",2037,124.921686746988,2.98635801627826,4
"2038",2038,124.957122608079,2.98692059658014,4
"2039",2039,124.992558469171,2.98751711053731,4
"2040",2040,125.106040268456,2.98525151921333,4
"2041",2041,125.240268456376,2.98295945782274,4
"2042",2042,125.374496644295,2.98149572533095,4
"2043",2043,125.508724832215,2.98089009593433,4
"2044",2044,125.642953020134,2.98151503303095,4
"2045",2045,125.777181208054,2.98295040359885,4
"2046",2046,125.911409395973,2.98519503859672,4
"2047",2047,126.035827186512,2.98662780407781,4.00000000000001
"2048",2048,126.141201264489,2.98541960068161,4.00000000000001
"2049",2049,126.246575342466,2.98456448341091,4
"2050",2050,126.351949420443,2.98406275580832,4
"2051",2051,126.457323498419,2.983914596135,3.99999999999999
"2052",2052,126.562697576396,2.98394416606808,3.99999999999999
"2053",2053,126.668071654373,2.98418838769643,3.99999999999999
"2054",2054,126.77344573235,2.98476202173804,4
"2055",2055,126.878819810327,2.98566487832348,4
"2056",2056,126.984193888303,2.98689665890806,4.00000000000001
"2057",2057,127.128593040847,2.98436109711628,4.00000000000001
"2058",2058,127.279878971256,2.98203000121581,3.99999999999999
"2059",2059,127.431164901664,2.9806768723694,4
"2060",2060,127.582450832073,2.98060447679387,4
"2061",2061,127.733736762481,2.98174714001328,3.99999999999999
"2062",2062,127.88502269289,2.98384739521875,4.00000000000001
"2063",2063,128.015065913371,2.98587402571547,4.01506591337099
"2064",2064,128.077840552417,2.98509728514235,4.07784055241682
"2065",2065,128.140615191463,2.98447099197454,4.14061519146264
"2066",2066,128.203389830508,2.98399524094161,4.20338983050848
"2067",2067,128.266164469554,2.98367010405611,4.21520199007306
"2068",2068,128.3289391086,2.98349563055918,4.19679292334311
"2069",2069,128.391713747646,2.9834718468832,4.17838385661317
"2070",2070,128.454488386692,2.98359875663181,4.15997478988322
"2071",2071,128.517263025738,2.98382361729676,4.14156572315328
"2072",2072,128.580037664783,2.98405562137657,4.12315665642333
"2073",2073,128.642812303829,2.98443117212876,4.10474758969339
"2074",2074,128.705586942875,2.98495021537246,4.08633852296344
"2075",2075,128.768361581921,2.98561267626997,4.0679294562335
"2076",2076,128.831136220967,2.98641845938064,4.04952038950356
"2077",2077,128.893910860013,2.98736744872948,4.03111132277361
"2078",2078,128.956685499058,2.98845950789049,4.01270225604367
"2079",2079,129.018867924528,2.98934544892765,4.01886792452832
"2080",2080,129.0797321972,2.98958428773726,4.07973219720022
"2081",2081,129.140596469872,2.98994600520836,4.14059646987218
"2082",2082,129.201460742544,2.99043055675135,4.20146074254413
"2083",2083,129.262325015216,2.99103788266846,4.26232501521606
"2084",2084,129.323189287888,2.99176790819047,4.32318928788798
"2085",2085,129.38405356056,2.99262054352265,4.30321467182571
"2086",2086,129.444917833232,2.9935956838999,4.27325274773227
"2087",2087,129.505782105904,2.99469303396595,4.24329082363882
"2088",2088,129.566646378576,2.9959077633807,4.21332889954535
"2089",2089,129.627510651248,2.99723875912428,4.18336697545192
"2090",2090,129.68837492392,2.99868586637889,4.15340505135848
"2091",2091,129.749239196592,3.00024891713266,4.12344312726502
"2092",2092,129.810103469264,3.00192773027641,4.09348120317155
"2093",2093,129.870967741935,3.00372211170755,4.06351927907809
"2094",2094,129.931832014607,3.00563185444105,4.03355735498465
"2095",2095,129.992696287279,3.00765673872738,4.00359543089122
"2096",2096,130.09272918862,3.00912865021447,4.09272918861961
"2097",2097,130.198103266596,3.01093334668712,4.19810326659638
"2098",2098,130.303477344573,3.01318085811176,4.3034773445732
"2099",2099,130.40885142255,3.01587019449403,4.29939504802738
"2100",2100,130.514225500527,3.01891186142397,4.24602694677478
"2101",2101,130.619599578504,3.02181939860914,4.19265884552212
"2102",2102,130.724973656481,3.02515159813603,4.13929074426943
"2103",2103,130.830347734457,3.02890705845025,4.08592264301674
"2104",2104,130.935721812434,3.03308420735146,4.03255454176414
"2105",2105,131.046044864227,3.03587768279725,4.04604486422667
"2106",2106,131.164108618654,3.03634272638227,4.16410861865407
"2107",2107,131.282172373081,3.03733248945868,4.28217237308149
"2108",2108,131.400236127509,3.03884645931754,4.31691309298117
"2109",2109,131.518299881936,3.04082801455165,4.25452862585888
"2110",2110,131.636363636364,3.04301820727828,4.1921441587366
"2111",2111,131.754427390791,3.04571347151568,4.12975969161431
"2112",2112,131.872491145218,3.04891246780178,4.06737522449205
"2113",2113,131.990554899646,3.0526136124741,4.0049907573698
"2114",2114,132.064652143359,3.05273641209349,4.06465214335907
"2115",2115,132.134926212228,3.05268928158837,4.1349262122277
"2116",2116,132.205200281096,3.05281377477075,4.20520028109627
"2117",2117,132.275474349965,3.05310987064635,4.27034062800871
"2118",2118,132.345748418833,3.05357751929581,4.2441194225762
"2119",2119,132.416022487702,3.05421664191686,4.21789821714378
"2120",2120,132.486296556571,3.05502713089058,4.19167701171131
"2121",2121,132.556570625439,3.05575199431064,4.16545580627883
"2122",2122,132.626844694308,3.0565763440392,4.13923460084638
"2123",2123,132.697118763176,3.05756125470601,4.11301339541393
"2124",2124,132.767392832045,3.05870657120807,4.08679218998145
"2125",2125,132.837666900914,3.06001211343292,4.06057098454897
"2126",2126,132.907940969782,3.06147767639969,4.03434977911655
"2127",2127,132.978215038651,3.0631030304193,4.00812857368405
"2128",2128,133.051569506726,3.06225843620883,4.05156950672642
"2129",2129,133.126307922272,3.06039630243998,4.12630792227205
"2130",2130,133.201046337818,3.0586990674973,4.20104633781764
"2131",2131,133.275784753363,3.05716700601945,4.27578475336327
"2132",2132,133.350523168909,3.0558003664414,4.33473579523462
"2133",2133,133.425261584454,3.05459937079436,4.29621614100739
"2134",2134,133.5,3.05356421452631,4.25769648678016
"2135",2135,133.574738415546,3.05271459998883,4.21917683255293
"2136",2136,133.649476831091,3.05202938193192,4.1806571783257
"2137",2137,133.724215246637,3.05150867110154,4.14213752409844
"2138",2138,133.798953662182,3.05115255172229,4.10361786987124
"2139",2139,133.873692077728,3.05096108142934,4.06509821564401
"2140",2140,133.948430493274,3.05093429122178,4.02657856141681
"2141",2141,134.047112462006,3.050585007993,4.04711246200608
"2142",2142,134.199088145897,3.0498400042507,4.19908814589664
"2143",2143,134.351063829787,3.05006004719297,4.35106382978722
"2144",2144,134.503039513678,3.05124529182112,4.42674874272237
"2145",2145,134.655015197568,3.05339699304715,4.36342893267943
"2146",2146,134.806990881459,3.05648085002045,4.24922229302828
"2147",2147,134.95896656535,3.06049404492765,4.13501565337711
"2148",2148,135.079261672096,3.06107469947083,4.1553686447875
"2149",2149,135.187839305103,3.06045782492835,4.22549026686443
"2150",2150,135.296416938111,3.06017602475926,4.29641693811075
"2151",2151,135.404994571118,3.06022939152917,4.40499457111835
"2152",2152,135.513572204126,3.06060442682237,4.51357220412595
"2153",2153,135.622149837134,3.0612160636154,4.62214983713355
"2154",2154,135.730727470141,3.06215530720386,4.73072747014115
"2155",2155,135.839305103149,3.06342185625554,4.74808091508834
"2156",2156,135.947882736156,3.06501530501546,4.71549112402604
"2157",2157,136.13164556962,3.0617047685907,4.60771613250739
"2158",2158,136.384810126582,3.05556956144865,4.43053941749065
"2159",2159,136.637974683544,3.0508434077637,4.4123110904801
"2160",2160,136.891139240506,3.04767088159532,4.2092369462805
"2161",2161,137.032515687393,3.04669677826946,4.11795091215623
"2162",2162,137.089560752995,3.04611231837923,4.11099625931681
"2163",2163,137.146605818597,3.04562462405759,4.14918745305999
"2164",2164,137.203650884199,3.04523374179558,4.14644222567114
"2165",2165,137.2606959498,3.04493970887681,4.13595209489239
"2166",2166,137.317741015402,3.0447425533597,4.12546196411364
"2167",2167,137.374786081004,3.04464229406413,4.11497183333492
"2168",2168,137.431831146606,3.04463894056239,4.1044817025562
"2169",2169,137.488876212208,3.04473249317469,4.09399157177748
"2170",2170,137.545921277809,3.04481134020845,4.08350144099873
"2171",2171,137.602966343411,3.04495833442219,4.07301131021995
"2172",2172,137.660011409013,3.0452003119974,4.06252117944126
"2173",2173,137.717056474615,3.04553725029389,4.05203104866251
"2174",2174,137.774101540217,3.04596911779863,4.04154091788379
"2175",2175,137.831146605819,3.04649587414048,4.03105078710502
"2176",2176,137.88819167142,3.04711747010903,4.02056065632632
"2177",2177,137.945236737022,3.04783384767757,4.01007052554758
"2178",2178,138.005706134094,3.04849671803628,4.00570613409414
"2179",2179,138.148359486448,3.04612238821703,4.14835948644793
"2180",2180,138.291012838802,3.04466223733197,4.29101283880166
"2181",2181,138.433666191156,3.04411758087509,4.41183438608482
"2182",2182,138.576319543509,3.04476157596042,4.37107005709623
"2183",2183,138.718972895863,3.04653890098405,4.29649495585173
"2184",2184,138.861626248217,3.04920522514487,4.19941896570123
"2185",2185,139.00622406639,3.0525818306682,4.10492769740699
"2186",2186,139.213692946058,3.0508538004905,4.0940091024635
"2187",2187,139.421161825726,3.04945521185878,4.14106914193442
"2188",2188,139.603003003003,3.0483865182128,4.26363117494145
"2189",2189,139.663063063063,3.04764806659726,4.41663848725278
"2190",2190,139.723123123123,3.04718885935851,4.52178423236515
"2191",2191,139.783183183183,3.04686018167136,4.61515175752749
"2192",2192,139.843243243243,3.04685008053852,4.56931894789938
"2193",2193,139.903303303303,3.04715855912818,4.50805564034593
"2194",2194,139.963363363363,3.04778552070614,4.44679233279251
"2195",2195,140.080912863071,3.04784667095815,4.38552902523909
"2196",2196,140.288381742739,3.04684409506286,4.32426571768562
"2197",2197,140.495850622407,3.04616126755712,4.28202800829879
"2198",2198,140.675829875519,3.04579840349093,4.35165975103735
"2199",2199,140.727697095436,3.04575561722335,4.4553941908714
"2200",2200,140.779564315353,3.04619647170414,4.5591286307054
"2201",2201,140.83143153527,3.04706734688007,4.66286307053946
"2202",2202,140.883298755187,3.04824095504654,4.71793698625811
"2203",2203,140.935165975104,3.04971694670564,4.71359828345143
"2204",2204,140.987033195021,3.05149488307361,4.70925958064464
"2205",2205,141.244299674267,3.05180003439062,4.63503567517168
"2206",2206,141.57003257329,3.05233334265628,4.53751670214331
"2207",2207,141.785171102662,3.05375978894874,4.52294350635327
"2208",2208,141.848542458809,3.05611518834019,4.62219569048173
"2209",2209,141.911913814956,3.05936016628072,4.77361563517914
"2210",2210,141.975285171103,3.06347114226915,4.93648208469057
"2211",2211,142.154626108999,3.06299710593061,4.96757289104883
"2212",2212,142.408111533587,3.05961410068966,4.91441369604689
"2213",2213,142.661596958175,3.05673692866067,4.86125450104504
"2214",2214,142.915082382763,3.05436701930791,4.80809530604307
"2215",2215,143.168567807351,3.05248606102415,4.75493611104119
"2216",2216,143.297612732096,3.05107666854797,4.70408934102184
"2217",2217,143.350663129973,3.05014369419016,4.6959056228439
"2218",2218,143.403713527851,3.04968757519477,4.68772190466601
"2219",2219,143.456763925729,3.0460467506689,4.48895734163082
"2220",2220,143.60350877193,3.0420005016985,4.21607800559556
"2221",2221,143.954385964912,3.03906493313427,4.19593225983422
"2222",2222,144.305263157895,3.03684006933644,4.42549131632447
"2223",2223,144.430656934307,3.03565379144895,4.71142122695738
"2224",2224,144.521897810219,3.03545529867011,4.99382095401216
"2225",2225,144.613138686131,3.03111418261776,4.68486865462114
"2226",2226,144.768060836502,3.0282751546093,4.37591635523015
"2227",2227,145.148288973384,3.02689855163597,4.06696405583915
"2228",2228,145.38958982616,3.02693553568525,4.2419882435519
"2229",2229,145.450569863507,3.0284432311551,4.55094054294295
"2230",2230,145.511549900853,3.02777246013595,4.6112377606909
"2231",2231,145.5725299382,3.02647276058222,4.59301232107779
"2232",2232,145.662403103239,3.02556749295096,4.51700062607938
"2233",2233,145.857468643101,3.02505701135099,4.34200085291974
"2234",2234,146.085518814139,3.02490146470793,4.1670010797601
"2235",2235,146.313568985177,3.02506706366546,4.00799869339957
"2236",2236,146.541619156214,3.02561724526556,4.18299846655916
"2237",2237,146.769669327252,3.02655179977423,4.35799823971882
"2238",2238,146.99771949829,3.0278703712805,4.53299801287844
"2239",2239,147.002316331306,3.02684811157757,4.5085189366186
"2240",2240,147.004656059897,3.02625652227647,4.48202492248586
"2241",2241,147.006995788489,3.0261237657713,4.45553090835307
"2242",2242,147.00933551708,3.02644990244276,4.31429330447673
"2243",2243,147.011675245671,3.02723478397539,4.1424369898092
"2244",2244,147.188492063492,3.02798577273166,4.14505776437073
"2245",2245,147.386904761905,3.02916749340634,4.16927441952447
"2246",2246,147.585317460317,3.0308052871675,4.19349107467818
"2247",2247,147.78373015873,3.03289841516396,4.21770772983191
"2248",2248,147.982142857143,3.03544593545234,4.24192438498562
"2249",2249,148.002142335852,3.03569604382567,4.24414542465487
"2250",2250,148.004496551075,3.03569461238078,4.24419107378168
"2251",2251,148.006850766297,3.03569331473168,4.24423672290851
"2252",2252,148.009204981519,3.03569215087854,4.24428237203531
"2253",2253,148.011559196742,3.03569112082152,4.24432802116218
"2254",2254,148.013913411964,3.03569022456075,4.24437367028898
"2255",2255,148.016267627186,3.03568946209635,4.24441931941578
"2256",2256,148.018621842409,3.03568883342841,4.24446496854262
"2257",2257,148.020976057631,3.03568833855705,4.24451061766948
"2258",2258,148.023330272854,3.03568797748228,4.24437567789602
"2259",2259,148.025684488076,3.03568775020418,4.243808137825
"2260",2260,148.028038703298,3.03568765672278,4.24324059775395
"2261",2261,148.030392918521,3.0356876970381,4.24267305768294
"2262",2262,148.032747133743,3.03568787115011,4.24210551761186
"2263",2263,148.035101348965,3.0356881790588,4.24153797754084
"2264",2264,148.037455564188,3.03568862076414,4.24097043746983
"2265",2265,148.03980977941,3.03568919626605,4.24040289739875
"2266",2266,148.042163994632,3.03568990556447,4.23983535732771
"2267",2267,148.044518209855,3.0356907486593,4.23926781725669
"2268",2268,148.046872425077,3.03569172555044,4.23870027718567
"2269",2269,148.049226640299,3.03569283623774,4.23813273711463
"2270",2270,148.051580855522,3.03569408072107,4.23756519704358
"2271",2271,148.053935070744,3.03569545900024,4.23699765697253
"2272",2272,148.056289285967,3.03569697107512,4.23643011690152
"2273",2273,148.058643501189,3.03569861694545,4.23586257683047
"2274",2274,148.060997716411,3.03570039661105,4.23529503675945
"2275",2275,148.063351931634,3.03570231007168,4.23472749668841
"2276",2276,148.065706146856,3.03570435732708,4.23415995661739
"2277",2277,148.068060362078,3.03570653837697,4.23359241654632
"2278",2278,148.070414577301,3.03570885322108,4.2330248764753
"2279",2279,148.072768792523,3.03571130185909,4.23245733640428
"2280",2280,148.075123007745,3.03571388429069,4.23188979633321
"2281",2281,148.077477222968,3.03571660051552,4.23132225626216
"2282",2282,148.07983143819,3.03571945053323,4.23075471619114
"2283",2283,148.082185653412,3.03572243434347,4.2301871761201
"2284",2284,148.084539868635,3.0357255519458,4.22961963604905
"2285",2285,148.086894083857,3.03572880333983,4.22905209597803
"2286",2286,148.089248299079,3.03573218852513,4.22848455590699
"2287",2287,148.091602514302,3.03573570750126,4.22791701583597
"2288",2288,148.093956729524,3.03573936026773,4.22734947576492
"2289",2289,148.096310944747,3.03574314682408,4.22678193569391
"2290",2290,148.098665159969,3.0357470671698,4.22621439562286
"2291",2291,148.101019375191,3.03575112130438,4.22564685555182
"2292",2292,148.103373590414,3.03575530922727,4.22507931548077
"2293",2293,148.105727805636,3.03575963093793,4.22451177540975
"2294",2294,148.108082020858,3.03576408643577,4.22394423533868
"2295",2295,148.110436236081,3.03576867572023,4.22337669526763
"2296",2296,148.112790451303,3.03577339879067,4.22280915519661
"2297",2297,148.115144666525,3.03577825564649,4.2222416151256
"2298",2298,148.117498881748,3.03578324628705,4.22167407505455
"2299",2299,148.11985309697,3.03578837071167,4.22110653498351
"2300",2300,148.122207312192,3.03579362891968,4.22053899491249
"2301",2301,148.124561527415,3.0357990209104,4.21997145484144
"2302",2302,148.126915742637,3.0358045466831,4.2194039147704
"2303",2303,148.12926995786,3.03581020623704,4.21883637469938
"2304",2304,148.131624173082,3.0358159995715,4.21826883462836
"2305",2305,148.133978388304,3.0358219266857,4.21770129455732
"2306",2306,148.136332603527,3.03582798757886,4.21713375448627
"2307",2307,148.138686818749,3.03583418225016,4.21656621441522
"2308",2308,148.141041033971,3.0358405106988,4.21599867434418
"2309",2309,148.143395249194,3.03584697292395,4.21543113427313
"2310",2310,148.145749464416,3.03585356892474,4.21486359420209
"2311",2311,148.148103679638,3.03586029870031,4.21429605413107
"2312",2312,148.150457894861,3.03586716224975,4.21372851406002
"2313",2313,148.152812110083,3.03587415957218,4.21316097398901
"2314",2314,148.155166325305,3.03588129066666,4.21259343391796
"2315",2315,148.157520540528,3.03588855553225,4.21202589384694
"2316",2316,148.15987475575,3.03589595416798,4.2114583537759
"2317",2317,148.162228970973,3.03590348657289,4.21089081370485
"2318",2318,148.164583186195,3.03591115274597,4.21032327363383
"2319",2319,148.166937401417,3.03591895268621,4.20975573356279
"2320",2320,148.16929161664,3.03592688639258,4.20918819349171
"2321",2321,148.171645831862,3.03593495386404,4.20862065342072
"2322",2322,148.174000047084,3.0359431550995,4.20805311334968
"2323",2323,148.176354262307,3.0359514900979,4.2074855732786
"2324",2324,148.178708477529,3.03595995885814,4.20691803320759
"2325",2325,148.181062692751,3.03596856137908,4.20635049313654
"2326",2326,148.183416907974,3.03597729765959,4.20578295306552
"2327",2327,148.185771123196,3.03598616769852,4.20521541299448
"2328",2328,148.188125338418,3.03599517149471,4.20464787292346
"2329",2329,148.190479553641,3.03600430904694,4.20408033285241
"2330",2330,148.192833768863,3.03601358035403,4.20351279278137
"2331",2331,148.195187984086,3.03602298541473,4.20294525271032
"2332",2332,148.197542199308,3.03603252422783,4.2023777126393
"2333",2333,148.19989641453,3.03604219679203,4.20181017256829
"2334",2334,148.202250629753,3.03605200310608,4.20124263249724
"2335",2335,148.204604844975,3.03606194316867,4.20067509242617
"2336",2336,148.206959060197,3.0360720169785,4.20010755235518
"2337",2337,148.20931327542,3.03608222453422,4.19954001228413
"2338",2338,148.211667490642,3.03609256583449,4.19897247221306
"2339",2339,148.214021705864,3.03610304087795,4.19840493214204
"2340",2340,148.216375921087,3.03611364966321,4.19783739207099
"2341",2341,148.218730136309,3.03612439218887,4.19726985199998
"2342",2342,148.221084351531,3.0361352684535,4.19670231192893
"2343",2343,148.223438566754,3.03614627845569,4.19613477185791
"2344",2344,148.225792781976,3.03615742219395,4.19556723178687
"2345",2345,148.228146997198,3.03616869966683,4.19499969171582
"2346",2346,148.230501212421,3.03618011087283,4.19443215164478
"2347",2347,148.232855427643,3.03619165581046,4.19386461157376
"2348",2348,148.235209642866,3.03620333447816,4.19329707150271
"2349",2349,148.237563858088,3.03621514687441,4.19272953143167
"2350",2350,148.23991807331,3.03622709299765,4.19216199136062
"2351",2351,148.242272288533,3.03623917284631,4.19159445128963
"2352",2352,148.244626503755,3.03625138641876,4.19102691121856
"2353",2353,148.246980718977,3.03626373371341,4.19045937114751
"2354",2354,148.2493349342,3.03627621472864,4.18989183107649
"2355",2355,148.251689149422,3.03628882946279,4.18932429100545
"2356",2356,148.254043364644,3.03630157791418,4.18875675093443
"2357",2357,148.256397579867,3.03631446008113,4.18818921086338
"2358",2358,148.258751795089,3.03632747596196,4.18762167079237
"2359",2359,148.261106010311,3.03634062555493,4.18705413072129
"2360",2360,148.263460225534,3.03635390885831,4.18648659065025
"2361",2361,148.265814440756,3.03636732587034,4.18591905057923
