"","Depth (cm)","Median Age (yr BP {1950})","Age Standard Deviation","Age Inter-quartile Range"
"265",265,NA,NA,NA
"266",266,NA,NA,NA
"267",267,NA,NA,NA
"268",268,NA,NA,NA
"269",269,NA,NA,NA
"270",270,NA,NA,NA
"271",271,NA,NA,NA
"272",272,NA,NA,NA
"273",273,NA,NA,NA
"274",274,NA,NA,NA
"275",275,NA,NA,NA
"276",276,NA,NA,NA
"277",277,NA,NA,NA
"278",278,NA,NA,NA
"279",279,NA,NA,NA
"280",280,NA,NA,NA
"281",281,NA,NA,NA
"282",282,NA,NA,NA
"283",283,NA,NA,NA
"284",284,NA,NA,NA
"285",285,NA,NA,NA
"286",286,NA,NA,NA
"287",287,NA,NA,NA
"288",288,NA,NA,NA
"289",289,NA,NA,NA
"290",290,NA,NA,NA
"291",291,NA,NA,NA
"292",292,NA,NA,NA
"293",293,NA,NA,NA
"294",294,NA,NA,NA
"295",295,NA,NA,NA
"296",296,NA,NA,NA
"297",297,NA,NA,NA
"298",298,NA,NA,NA
"299",299,NA,NA,NA
"300",300,NA,NA,NA
"301",301,NA,NA,NA
"302",302,NA,NA,NA
"303",303,NA,NA,NA
"304",304,NA,NA,NA
"305",305,NA,NA,NA
"306",306,NA,NA,NA
"307",307,NA,NA,NA
"308",308,NA,NA,NA
"309",309,NA,NA,NA
"310",310,NA,NA,NA
"311",311,NA,NA,NA
"312",312,NA,NA,NA
"313",313,NA,NA,NA
"314",314,NA,NA,NA
"315",315,NA,NA,NA
"316",316,NA,NA,NA
"317",317,NA,NA,NA
"318",318,NA,NA,NA
"319",319,NA,NA,NA
"320",320,NA,NA,NA
"321",321,NA,NA,NA
"322",322,NA,NA,NA
"323",323,NA,NA,NA
"324",324,NA,NA,NA
"325",325,NA,NA,NA
"326",326,NA,NA,NA
"327",327,NA,NA,NA
"328",328,NA,NA,NA
"329",329,NA,NA,NA
"330",330,NA,NA,NA
"331",331,NA,NA,NA
"332",332,NA,NA,NA
"333",333,NA,NA,NA
"334",334,NA,NA,NA
"335",335,NA,NA,NA
"336",336,NA,NA,NA
"337",337,NA,NA,NA
"338",338,NA,NA,NA
"339",339,NA,NA,NA
"340",340,NA,NA,NA
"341",341,NA,NA,NA
"342",342,NA,NA,NA
"343",343,NA,NA,NA
"344",344,NA,NA,NA
"345",345,NA,NA,NA
"346",346,NA,NA,NA
"347",347,NA,NA,NA
"348",348,NA,NA,NA
"349",349,NA,NA,NA
"350",350,NA,NA,NA
"351",351,NA,NA,NA
"352",352,NA,NA,NA
"353",353,NA,NA,NA
"354",354,NA,NA,NA
"355",355,NA,NA,NA
"356",356,NA,NA,NA
"357",357,NA,NA,NA
"358",358,NA,NA,NA
"359",359,NA,NA,NA
"360",360,NA,NA,NA
"361",361,NA,NA,NA
"362",362,NA,NA,NA
"363",363,NA,NA,NA
"364",364,NA,NA,NA
"365",365,NA,NA,NA
"366",366,NA,NA,NA
"367",367,NA,NA,NA
"368",368,NA,NA,NA
"369",369,NA,NA,NA
"370",370,NA,NA,NA
"371",371,NA,NA,NA
"372",372,NA,NA,NA
"373",373,NA,NA,NA
"374",374,NA,NA,NA
"375",375,NA,NA,NA
"376",376,NA,NA,NA
"377",377,NA,NA,NA
"378",378,NA,NA,NA
"379",379,NA,NA,NA
"380",380,NA,NA,NA
"381",381,NA,NA,NA
"382",382,NA,NA,NA
"383",383,NA,NA,NA
"384",384,NA,NA,NA
"385",385,NA,NA,NA
"386",386,NA,NA,NA
"387",387,NA,NA,NA
"388",388,NA,NA,NA
"389",389,NA,NA,NA
"390",390,NA,NA,NA
"391",391,NA,NA,NA
"392",392,NA,NA,NA
"393",393,NA,NA,NA
"394",394,NA,NA,NA
"395",395,NA,NA,NA
"396",396,NA,NA,NA
"397",397,NA,NA,NA
"398",398,NA,NA,NA
"399",399,NA,NA,NA
"400",400,NA,NA,NA
"401",401,NA,NA,NA
"402",402,NA,NA,NA
"403",403,NA,NA,NA
"404",404,NA,NA,NA
"405",405,NA,NA,NA
"406",406,NA,NA,NA
"407",407,NA,NA,NA
"408",408,NA,NA,NA
"409",409,NA,NA,NA
"410",410,NA,NA,NA
"411",411,NA,NA,NA
"412",412,NA,NA,NA
"413",413,NA,NA,NA
"414",414,NA,NA,NA
"415",415,NA,NA,NA
"416",416,NA,NA,NA
"417",417,NA,NA,NA
"418",418,NA,NA,NA
"419",419,NA,NA,NA
"420",420,NA,NA,NA
"421",421,NA,NA,NA
"422",422,NA,NA,NA
"423",423,NA,NA,NA
"424",424,NA,NA,NA
"425",425,NA,NA,NA
"426",426,NA,NA,NA
"427",427,NA,NA,NA
"428",428,NA,NA,NA
"429",429,NA,NA,NA
"430",430,NA,NA,NA
"431",431,NA,NA,NA
"432",432,NA,NA,NA
"433",433,NA,NA,NA
"434",434,NA,NA,NA
"435",435,NA,NA,NA
"436",436,NA,NA,NA
"437",437,NA,NA,NA
"438",438,NA,NA,NA
"439",439,NA,NA,NA
"440",440,NA,NA,NA
"441",441,NA,NA,NA
"442",442,NA,NA,NA
"443",443,NA,NA,NA
"444",444,NA,NA,NA
"445",445,NA,NA,NA
"446",446,NA,NA,NA
"447",447,NA,NA,NA
"448",448,NA,NA,NA
"449",449,NA,NA,NA
"450",450,NA,NA,NA
"451",451,NA,NA,NA
"452",452,NA,NA,NA
"453",453,NA,NA,NA
"454",454,NA,NA,NA
"455",455,NA,NA,NA
"456",456,NA,NA,NA
"457",457,NA,NA,NA
"458",458,NA,NA,NA
"459",459,NA,NA,NA
"460",460,NA,NA,NA
"461",461,NA,NA,NA
"462",462,NA,NA,NA
"463",463,NA,NA,NA
"464",464,NA,NA,NA
"465",465,NA,NA,NA
"466",466,NA,NA,NA
"467",467,NA,NA,NA
"468",468,NA,NA,NA
"469",469,NA,NA,NA
"470",470,NA,NA,NA
"471",471,NA,NA,NA
"472",472,NA,NA,NA
"473",473,NA,NA,NA
"474",474,NA,NA,NA
"475",475,NA,NA,NA
"476",476,NA,NA,NA
"477",477,NA,NA,NA
"478",478,NA,NA,NA
"479",479,NA,NA,NA
"480",480,NA,NA,NA
"481",481,NA,NA,NA
"482",482,NA,NA,NA
"483",483,NA,NA,NA
"484",484,NA,NA,NA
"485",485,NA,NA,NA
"486",486,NA,NA,NA
"487",487,NA,NA,NA
"488",488,NA,NA,NA
"489",489,NA,NA,NA
"490",490,NA,NA,NA
"491",491,NA,NA,NA
"492",492,NA,NA,NA
"493",493,NA,NA,NA
"494",494,NA,NA,NA
"495",495,NA,NA,NA
"496",496,NA,NA,NA
"497",497,NA,NA,NA
"498",498,NA,NA,NA
"499",499,NA,NA,NA
"500",500,NA,NA,NA
"501",501,NA,NA,NA
"502",502,NA,NA,NA
"503",503,NA,NA,NA
"504",504,NA,NA,NA
"505",505,NA,NA,NA
"506",506,NA,NA,NA
"507",507,NA,NA,NA
"508",508,NA,NA,NA
"509",509,NA,NA,NA
"510",510,NA,NA,NA
"511",511,NA,NA,NA
"512",512,NA,NA,NA
"513",513,NA,NA,NA
"514",514,NA,NA,NA
"515",515,NA,NA,NA
"516",516,22.1990407673861,0.028137755529808,0
"517",517,22.4388489208633,0.0620386658066834,0
"518",518,22.6786570743405,0.0959395760835584,0
"519",519,22.9184652278177,0.129840486360434,0
"520",520,22.0860495436767,0.230878803497195,0
"521",521,22.2164276401564,0.232719025089104,0
"522",522,22.3468057366362,0.237221585434535,0
"523",523,22.477183833116,0.244239287947803,0
"524",524,22.6075619295958,0.252592747705193,0
"525",525,22.7379400260756,0.262754499204669,0
"526",526,22.8683181225554,0.274700980376729,0
"527",527,22.9986962190352,0.288210342451793,0
"528",528,23.0831234256927,0.399150709327842,0
"529",529,23.1670864819479,0.399819004530004,0
"530",530,23.2510495382032,0.401026826988232,0
"531",531,23.3350125944584,0.402769322937557,0
"532",532,23.4189756507137,0.405039591878804,0
"533",533,23.5029387069689,0.407828820013448,0
"534",534,23.5869017632242,0.411126445065524,0
"535",535,23.6708648194794,0.414920345590949,0
"536",536,23.7548278757347,0.419197047333174,0
"537",537,23.8387909319899,0.423941939131803,0
"538",538,23.9227539882452,0.429139491274407,0
"539",539,24.0075542965061,0.434344465019643,0
"540",540,24.1019830028329,0.435290752672248,0
"541",541,24.1964117091596,0.437119239819461,0
"542",542,24.2908404154863,0.439818923726929,0
"543",543,24.385269121813,0.443373890645224,0
"544",544,24.4796978281398,0.447763769786091,0
"545",545,24.5741265344665,0.452478960957811,0
"546",546,24.6685552407932,0.45780649449214,0
"547",547,24.7629839471199,0.463848895773335,0
"548",548,24.8574126534466,0.47057862811898,0
"549",549,24.9518413597734,0.477966659711511,0
"550",550,25.0740181268882,0.482763637562603,0
"551",551,25.2250755287009,0.485934241822767,0
"552",552,25.3761329305136,0.491172923946183,0
"553",553,25.5271903323263,0.498414477396677,0
"554",554,25.678247734139,0.50757318443565,0
"555",555,25.8293051359517,0.518547471362532,0
"556",556,25.9803625377643,0.531224828837649,0
"557",557,26.1370078740157,0.534177041431181,0
"558",558,26.2944881889764,0.537427627674372,0
"559",559,26.451968503937,0.542662331988834,0
"560",560,26.6094488188976,0.548998582829643,0
"561",561,26.7669291338583,0.556775272673725,0
"562",562,26.9244094488189,0.566270462245515,0
"563",563,27.0479262672811,0.571011971748784,0
"564",564,27.1400921658986,0.570558796262347,0
"565",565,27.2322580645161,0.570527367955078,0
"566",566,27.3244239631336,0.570917756476941,0
"567",567,27.4165898617511,0.571729097752673,0
"568",568,27.5087557603687,0.572949770600541,0
"569",569,27.6009216589862,0.574485714716698,0
"570",570,27.6930875576037,0.576421063192102,0
"571",571,27.7852534562212,0.578751809211068,0
"572",572,27.8774193548387,0.581473198122038,0
"573",573,27.9695852534562,0.584579774281552,0
"574",574,28.0843828715365,0.585267457993813,0
"575",575,28.2103274559194,0.585639015430094,0
"576",576,28.3362720403023,0.587205502719707,0
"577",577,28.4622166246851,0.589957401409344,0
"578",578,28.588161209068,0.593766384454565,0
"579",579,28.7141057934509,0.598655545144583,0
"580",580,28.8400503778338,0.60464224122514,0
"581",581,28.9659949622166,0.611694248569048,0
"582",582,29.0934699103713,0.613590098386529,0
"583",583,29.2215108834827,0.614291700651939,0
"584",584,29.3495518565941,0.616095488218624,0
"585",585,29.4775928297055,0.618991825615225,0
"586",586,29.6056338028169,0.622613090747101,0
"587",587,29.7336747759283,0.627155648369901,0
"588",588,29.8617157490397,0.63266688585542,0
"589",589,29.9897567221511,0.639121744503213,0
"590",590,30.1546218487395,0.637750900998309,0
"591",591,30.3226890756303,0.637300245168033,0
"592",592,30.490756302521,0.638565448190047,0
"593",593,30.6588235294118,0.641536358374892,0
"594",594,30.8268907563025,0.646189449755657,0
"595",595,30.9949579831933,0.652488734920351,0
"596",596,31.1264667535854,0.652078825032142,0
"597",597,31.2568448500652,0.652862127741529,0
"598",598,31.387222946545,0.655088391531452,0
"599",599,31.5176010430248,0.658716457077057,0
"600",600,31.6479791395046,0.663576857832202,0
"601",601,31.7783572359844,0.669806871426562,0
"602",602,31.9087353324641,0.677368708388195,0
"603",603,32.0059043495375,0.683381330444317,0
"604",604,32.0255855146625,0.683227008421551,0
"605",605,32.0452666797874,0.683090345947539,0
"606",606,32.0649478449124,0.682971353623298,0
"607",607,32.0846290100374,0.682870040686074,0
"608",608,32.1043101751624,0.682786415005756,0
"609",609,32.1239913402873,0.682720483081819,0
"610",610,32.1436725054123,0.682672250040807,0
"611",611,32.1633536705373,0.682641719634344,0
"612",612,32.1830348356623,0.682628894237667,0
"613",613,32.2027160007872,0.682633774848705,0
"614",614,32.2223971659122,0.682656361087696,0
"615",615,32.2420783310372,0.682696651197327,0
"616",616,32.2617594961622,0.682754642043424,0
"617",617,32.2814406612871,0.682830329116166,0
"618",618,32.3011218264121,0.682923706531841,0
"619",619,32.3208029915371,0.683034767035129,0
"620",620,32.3404841566621,0.683163502001919,0
"621",621,32.3601653217871,0.683309901442653,0
"622",622,32.379846486912,0.683473954006192,0
"623",623,32.399527652037,0.683655646984209,0
"624",624,32.419208817162,0.683854966316093,0
"625",625,32.438889982287,0.684071896594372,0
"626",626,32.4585711474119,0.684306421070639,0
"627",627,32.4782523125369,0.684558521661982,0
"628",628,32.4979334776619,0.684828178957919,0
"629",629,32.5176146427869,0.685110222447247,0
"630",630,32.5372958079118,0.685408865130043,0
"631",631,32.5569769730368,0.685724671477538,0
"632",632,32.5766581381618,0.686057617787375,0
"633",633,32.5963393032868,0.686407679118022,0
"634",634,32.6160204684117,0.686774829297987,0
"635",635,32.6357016335367,0.687159040935469,0
"636",636,32.6553827986617,0.687560285428424,0
"637",637,32.6750639637867,0.687978532975026,0
"638",638,32.6947451289116,0.688413752584527,0
"639",639,32.7144262940366,0.688865912088512,0
"640",640,32.7341074591616,0.689334978152532,0
"641",641,32.7537886242866,0.689820916288101,0
"642",642,32.7734697894115,0.690323690865051,0
"643",643,32.7931509545365,0.690843265124244,0
"644",644,32.8128321196615,0.691379601190615,0
"645",645,32.8325132847865,0.691932660086549,0
"646",646,32.8521944499114,0.692502401745576,0
"647",647,32.8718756150364,0.693088785026364,0
"648",648,32.8915567801614,0.693691767727022,0
"649",649,32.9112379452864,0.694311306599674,0
"650",650,32.9309191104113,0.69494735736532,0
"651",651,32.9506002755363,0.695599874728945,0
"652",652,32.9702814406613,0.696268812394893,0
"653",653,32.9899626057863,0.696954123082469,0
"654",654,33.0841924398625,0.693551716468582,0
"655",655,33.2560137457045,0.687671421750569,0
"656",656,33.4278350515464,0.684241878088107,0
"657",657,33.5996563573883,0.683299988092924,0
"658",658,33.7714776632302,0.684856015734109,0
"659",659,33.9432989690722,0.688893034808572,0
"660",660,34.0506424792139,0.689216792806871,0
"661",661,34.1262282690854,0.687215254903919,0
"662",662,34.2018140589569,0.685583377091022,0
"663",663,34.2773998488284,0.68432380391128,0
"664",664,34.3529856386999,0.68343859383333,0
"665",665,34.4285714285714,0.682929202602553,0
"666",666,34.5041572184429,0.68279647134343,0
"667",667,34.5797430083144,0.683040619638337,0
"668",668,34.6553287981859,0.68366124371505,0
"669",669,34.7309145880574,0.684657319777783,0
"670",670,34.806500377929,0.686027212417837,0
"671",671,34.8820861678005,0.687768687943469,0
"672",672,34.957671957672,0.689878932377541,0
"673",673,35.0504009163803,0.690549501778486,0
"674",674,35.1649484536083,0.690080944382406,0
"675",675,35.2794959908362,0.691081066421824,0
"676",676,35.3940435280642,0.693543514213457,0
"677",677,35.5085910652921,0.697425310450016,0
"678",678,35.6231386025201,0.702369898322312,0
"679",679,35.737686139748,0.70866848091892,0
"680",680,35.8522336769759,0.716285340483948,0
"681",681,35.9667812142039,0.725178938953775,0
"682",682,36.0583401807724,0.72973987091781,0
"683",683,36.1405094494659,0.732676841964988,0
"684",684,36.2226787181594,0.736160859353554,0
"685",685,36.3048479868529,0.740184198348128,0
"686",686,36.3870172555464,0.744738118181209,0
"687",687,36.4691865242399,0.749812951613696,0
"688",688,36.5513557929334,0.755439701187001,0
"689",689,36.633525061627,0.761582963239971,0
"690",690,36.7156943303205,0.768204326932459,0
"691",691,36.797863599014,0.775291542705475,0
"692",692,36.8800328677075,0.782831958159621,0
"693",693,36.962202136401,0.790812609594667,0
"694",694,37.0491803278689,0.794910113384192,0
"695",695,37.1402550091075,0.795927843948632,0
"696",696,37.2313296903461,0.797586379932669,0
"697",697,37.3224043715847,0.799881735261289,0
"698",698,37.4134790528233,0.802808447653767,0
"699",699,37.5045537340619,0.806355829296226,0
"700",700,37.5956284153005,0.810442898159739,0
"701",701,37.6867030965392,0.815129123176712,0
"702",702,37.7777777777778,0.820404237105001,0
"703",703,37.8688524590164,0.826256961002186,0
"704",704,37.959927140255,0.832675115207021,0
"705",705,38.0503597122302,0.837047841856213,0.024828469423241
"706",706,38.1402877697842,0.839835850123405,0.0691650219647286
"707",707,38.2302158273381,0.84305136977111,0.113501574506223
"708",708,38.3201438848921,0.846689530062509,0.133979309225396
"709",709,38.410071942446,0.850744908821725,0.148403006981475
"710",710,38.5,0.855211570769937,0.162826704737569
"711",711,38.589928057554,0.860083108191043,0.177250402493655
"712",712,38.6798561151079,0.865352683324224,0.191674100249735
"713",713,38.7697841726619,0.871013071888928,0.206097798005828
"714",714,38.8597122302158,0.877056707169169,0.220521495761915
"715",715,38.9496402877698,0.883475724116712,0.234945193517994
"716",716,39.1232492997199,0.889564978280099,0.459568715164785
"717",717,39.4033613445378,0.899821260878039,0.951719285399662
"718",718,39.6834733893557,0.916750668841473,1.21576957920714
"719",719,39.9635854341737,0.939992719366435,1.71403580019368
"720",720,40.0692124105012,0.945159889249095,1.79411947369822
"721",721,40.1487669053301,0.947473975129042,1.81171609987786
"722",722,40.2283214001591,0.950164428701201,1.82931272605749
"723",723,40.3078758949881,0.953228063116123,1.84690935223713
"724",724,40.387430389817,0.956661293131449,1.86450597841678
"725",725,40.466984884646,0.960460155321677,1.88210260459641
"726",726,40.5465393794749,0.964674091018377,1.89969923077605
"727",727,40.6260938743039,0.969272642902038,1.9172958569557
"728",728,40.7056483691329,0.974210127997638,1.93489248313534
"729",729,40.7852028639618,0.979481420715446,1.95248910931497
"730",730,40.8647573587908,0.985081162330813,1.97008573549461
"731",731,40.9443118536197,0.991003785083591,1.98768236167425
"732",732,41.0384122919334,0.995953817251722,1.96158770806659
"733",733,41.1664532650448,0.998607748855246,1.83354673495519
"734",734,41.2944942381562,1.00218400652129,1.7055057618438
"735",735,41.4225352112676,1.00667276046302,1.64383059890254
"736",736,41.550576184379,1.01206186928827,1.72280385856938
"737",737,41.6786171574904,1.01833703887964,1.80177711823622
"738",738,41.8066581306018,1.02548200331303,1.88075037790307
"739",739,41.9346991037132,1.03347872274251,1.95972363756991
"740",740,42.0787781350482,1.03852083723716,2
"741",741,42.2395498392283,1.04121266489302,2
"742",742,42.4003215434084,1.04574587498312,2
"743",743,42.5610932475884,1.05206756866878,2
"744",744,42.7218649517685,1.06008217323797,2
"745",745,42.8826366559486,1.06977814190029,2
"746",746,43.0551020408163,1.0796151990193,2
"747",747,43.2591836734694,1.08758221461465,2
"748",748,43.4632653061225,1.09800225892266,2
"749",749,43.6673469387755,1.11047248207749,2
"750",750,43.8714285714286,1.12515765964802,2
"751",751,44.0499325236167,1.13650573294483,2
"752",752,44.1848852901485,1.13963272797269,2
"753",753,44.3198380566802,1.14352503502313,2
"754",754,44.4547908232119,1.14817487091078,2
"755",755,44.5897435897436,1.15318260994522,2
"756",756,44.7246963562753,1.15871296495966,2
"757",757,44.859649122807,1.16494854497453,2
"758",758,44.9946018893387,1.17187809250709,2
"759",759,45.1450151057402,1.17406594371911,2
"760",760,45.2960725075529,1.17703636088247,2
"761",761,45.4471299093656,1.18101449515389,2
"762",762,45.5981873111783,1.18599020610353,2
"763",763,45.7492447129909,1.19195100086753,2
"764",764,45.9003021148036,1.19888218614277,2
"765",765,46.0714285714286,1.20569518518767,2
"766",766,46.281512605042,1.21270175954338,2
"767",767,46.4915966386555,1.22259590365961,2
"768",768,46.7016806722689,1.23517400565556,2
"769",769,46.9117647058823,1.25046693076855,2
"770",770,47.0782726045884,1.26067236384799,2
"771",771,47.2132253711201,1.267131361157,2
"772",772,47.3481781376518,1.27520892242896,2
"773",773,47.4831309041835,1.28487452197272,2
"774",774,47.6180836707153,1.29532435192405,2
"775",775,47.753036437247,1.30714169783314,2
"776",776,47.8879892037787,1.32039419374096,2
"777",777,48.0107052896725,1.33259177179463,2
"778",778,48.073677581864,1.33355448851074,2
"779",779,48.1366498740554,1.33476860960223,2
"780",780,48.1996221662469,1.33623344978029,2
"781",781,48.2625944584383,1.33794818555278,2
"782",782,48.3255667506297,1.33991185751756,2
"783",783,48.3885390428212,1.34212337301318,2
"784",784,48.4515113350126,1.34458150910993,2
"785",785,48.514483627204,1.3472690090365,2
"786",786,48.5774559193955,1.35013796602799,2
"787",787,48.6404282115869,1.35323445561413,2
"788",788,48.7034005037783,1.35655691969167,2
"789",789,48.7663727959698,1.36010370222879,2
"790",790,48.8293450881612,1.36387305319102,2
"791",791,48.8923173803526,1.3678631326181,2
"792",792,48.9552896725441,1.37207201483086,2
"793",793,49.0607966457023,1.37663727325774,2
"794",794,49.2704402515723,1.3837170496464,2
"795",795,49.4800838574423,1.39400593414545,2
"796",796,49.6897274633124,1.40654642627229,2
"797",797,49.8993710691824,1.4219933085961,2
"798",798,50.0690571049137,1.43149091414344,2
